profile_id,age,gender,accent,scenario_id,file,duration,sentence,label,intensity
CLD_001_EN,young,male,North_American,RH11_11,CLD_001_EN_RH11_11.wav,4.5945625,"Wait, I actually passed? I was so sure I bombed that thing!",happy,5
CLD_001_EN,young,male,North_American,RH18_12,CLD_001_EN_RH18_12.wav,2.7834375,"We got the house, this is actually happening!",happy,5
CLD_001_EN,young,male,North_American,RH21_13,CLD_001_EN_RH21_13.wav,4.5016875,"Sent it with like two minutes to spare, I am never cutting it that close again.",relieved,4
CLD_001_EN,young,male,North_American,RH25_14,CLD_001_EN_RH25_14.wav,3.71225,"Oh thank god, it was under the couch cushion the whole time.",relieved,4
CLD_001_EN,young,male,North_American,RH2_10,CLD_001_EN_RH2_10.wav,4.0373125,"Oh thank god, it's negative—I can finally breathe again.",relieved,5
CLD_001_EN,young,male,North_American,RH49_15,CLD_001_EN_RH49_15.wav,5.1983125,The doctor said you're already ahead of schedule? That's the best news I've heard all week.,relieved,4
CLD_001_EN,young,male,North_American,RL0_1,CLD_001_EN_RL0_1.wav,4.4088125,"Buddy, you're home! I was so scared we'd lost you for good.",relieved,5
CLD_001_EN,young,male,North_American,RL12_6,CLD_001_EN_RL12_6.wav,4.548125,"Wait, I actually got it? All those late nights were worth it!",happy,5
CLD_001_EN,young,male,North_American,RL17_7,CLD_001_EN_RL17_7.wav,3.387125,"Oh thank god, I really thought I was gonna miss this one.",relieved,4
CLD_001_EN,young,male,North_American,RL1_2,CLD_001_EN_RL1_2.wav,6.870125,"I just handed in my notice, and honestly, that weight off my chest is worth more than any paycheck they gave me.",relieved,4
CLD_001_EN,young,male,North_American,RL1_3,CLD_001_EN_RL1_3.wav,5.6626875,"Wait, that's it? I was bracing myself for a whole lecture and you're just letting it go.",relieved,4
CLD_001_EN,young,male,North_American,RL22_8,CLD_001_EN_RL22_8.wav,6.498625,"Wait, this is for me? I seriously needed this right now, you have no idea.",happy,4
CLD_001_EN,young,male,North_American,RL27_9,CLD_001_EN_RL27_9.wav,5.0125625,"That's it, we actually did it—no more lectures, no more deadlines, we're done!",happy,4
CLD_001_EN,young,male,North_American,RL7_4,CLD_001_EN_RL7_4.wav,4.780375,"Oh my god, finally home, my feet are absolutely killing me.",relieved,4
CLD_001_EN,young,male,North_American,RL7_5,CLD_001_EN_RL7_5.wav,3.71225,"Oh thank god, none of that was real, it was just a dream.",relieved,4
CLD_001_EN,young,male,North_American,SH0_10,CLD_001_EN_SH0_10.wav,7.102375,"He was there my whole childhood, and now he's just gone... I don't even know what to do right now.",sad,4
CLD_001_EN,young,male,North_American,SH19_12,CLD_001_EN_SH19_12.wav,4.176625,"Hold on, where is this even coming from? I thought we were good.",sad,4
CLD_001_EN,young,male,North_American,SH28_13,CLD_001_EN_SH28_13.wav,4.6875,"Hey, talk to me, what's going on—do we need to get you to a doctor right now?",sad,4
CLD_001_EN,young,male,North_American,SH31_14,CLD_001_EN_SH31_14.wav,5.4305,Are you serious? We've been planning this for months and now it's just... gone.,sad,4
CLD_001_EN,young,male,North_American,SH35_15,CLD_001_EN_SH35_15.wav,5.802,I can't believe this is the last night we'll all be in the same place for who knows how long.,sad,4
CLD_001_EN,young,male,North_American,SH9_11,CLD_001_EN_SH9_11.wav,5.709125,"Wait, no, that can't be right—I just talked to her last week, she was fine.",sad,4
CLD_001_EN,young,male,North_American,SL18_4,CLD_001_EN_SL18_4.wav,6.3593125,I can't believe we're actually packing up and leaving the place we grew up in because we just couldn't keep up with the bills.,sad,4
CLD_001_EN,young,male,North_American,SL1_1,CLD_001_EN_SL1_1.wav,6.870125,"Wait, so that's it? After everything I put into this place, you're just letting me go like that.",sad,4
CLD_001_EN,young,male,North_American,SL23_5,CLD_001_EN_SL23_5.wav,7.6131875,So I just pour my heart out and you act like none of it even matters? I thought you of all people would actually hear me.,angry,4
CLD_001_EN,young,male,North_American,SL23_6,CLD_001_EN_SL23_6.wav,5.523375,"After everything we've been through, you're really just gonna walk away like I never mattered?",sad,4
CLD_001_EN,young,male,North_American,SL25_7,CLD_001_EN_SL25_7.wav,6.5450625,"No, no, that was my grandfather's watch—it has to be here somewhere, it just has to be.",sad,4
CLD_001_EN,young,male,North_American,SL39_8,CLD_001_EN_SL39_8.wav,4.6875,"Wait, you guys all hung out last night? I didn't even know that was happening.",sad,3
CLD_001_EN,young,male,North_American,SL45_9,CLD_001_EN_SL45_9.wav,6.2664375,How long has this been going on behind my back? I trusted you with everything.,angry,5
CLD_001_EN,young,male,North_American,SL6_2,CLD_001_EN_SL6_2.wav,4.87325,"I made the cut, I showed up to every practice, and now I'm not even on the roster?",sad,4
CLD_001_EN,young,male,North_American,SL7_3,CLD_001_EN_SL7_3.wav,5.8484375,Are you serious? That was the last thing I had to eat and it's all over the floor now.,angry,4
CLD_002_EN,young,male,European,AH20_8,CLD_002_EN_AH20_8.wav,4.362375,"Oh come on, not now, the engine's just completely dead in the middle of the road.",angry,4
CLD_002_EN,young,male,European,AH20_9,CLD_002_EN_AH20_9.wav,4.5016875,Did you seriously just hit my car? Where do you even think you're going?,angry,4
CLD_002_EN,young,male,European,AH23_10,CLD_002_EN_AH23_10.wav,3.1085,"After everything, you actually looked me in the eyes and lied to me?",sad,3
CLD_002_EN,young,male,European,AH23_11,CLD_002_EN_AH23_11.wav,4.0373125,"Hold on, just because you disagree doesn't mean what I said is worthless.",angry,3
CLD_002_EN,young,male,European,AH26_12,CLD_002_EN_AH26_12.wav,3.4335625,"Wait, that wasn't me—I wasn't even there when it happened.",angry,4
CLD_002_EN,young,male,European,AH33_13,CLD_002_EN_AH33_13.wav,5.3840625,"Can you just stop for a second and actually listen, because none of what you're saying even makes sense.",angry,3
CLD_002_EN,young,male,European,AH41_14,CLD_002_EN_AH41_14.wav,3.619375,"Hey, that's not how you talk to people, alright?",angry,2
CLD_002_EN,young,male,European,AH44_15,CLD_002_EN_AH44_15.wav,3.6658125,"Come on, it's almost two in the morning, can you keep it down?",angry,3
CLD_002_EN,young,male,European,AL0_1,CLD_002_EN_AL0_1.wav,3.201375,"Not the charger again, that's the third one this month!",angry,4
CLD_002_EN,young,male,European,AL17_5,CLD_002_EN_AL17_5.wav,3.805125,"We haven't moved in like ten minutes, what is even going on up there?",angry,3
CLD_002_EN,young,male,European,AL17_6,CLD_002_EN_AL17_6.wav,3.2478125,"Excuse me, the line actually starts back there, mate.",angry,3
CLD_002_EN,young,male,European,AL1_2,CLD_002_EN_AL1_2.wav,4.362375,"Seriously, I had to redo your whole report again because half of it was wrong.",angry,4
CLD_002_EN,young,male,European,AL1_3,CLD_002_EN_AL1_3.wav,5.059,"Hang on, that was my idea in the meeting and you just stood there letting them praise you for it?",angry,4
CLD_002_EN,young,male,European,AL42_7,CLD_002_EN_AL42_7.wav,2.4119375,"Hang on, can you let me finish for once?",angry,3
CLD_002_EN,young,male,European,AL6_4,CLD_002_EN_AL6_4.wav,5.24475,Are you even watching the map? We're throwing this because nobody's covering their lane.,angry,4
CLD_002_EN,young,male,European,JH15_9,CLD_002_EN_JH15_9.wav,5.1983125,"Oh my god, she's here, she's actually here— look at her tiny little hands!",happy,5
CLD_002_EN,young,male,European,JH16_10,CLD_002_EN_JH16_10.wav,5.2911875,"Just listen to that—no cars, no noise, just the wind through the trees.",happy,3
CLD_002_EN,young,male,European,JH16_11,CLD_002_EN_JH16_11.wav,6.1735625,"Look at these streets, everything's so different here—I can't wait to just get lost and explore the whole place.",happy,4
CLD_002_EN,young,male,European,JH29_12,CLD_002_EN_JH29_12.wav,6.963,"Wait, is this really happening right now? Yes, a thousand times yes—I want to spend my whole life with you.",happy,5
CLD_002_EN,young,male,European,JH32_13,CLD_002_EN_JH32_13.wav,4.641,"There you are—come here, I can't believe you're actually standing in front of me again.",happy,5
CLD_002_EN,young,male,European,JH42_14,CLD_002_EN_JH42_14.wav,4.5016875,"Wait, he's actually playing my favourite song right now—this is unreal!",happy,5
CLD_002_EN,young,male,European,JH46_15,CLD_002_EN_JH46_15.wav,5.151875,You actually remembered me mentioning this months ago—I can't believe you kept that in mind.,happy,4
CLD_002_EN,young,male,European,JH6_7,CLD_002_EN_JH6_7.wav,4.548125,"Wait, I actually won? I never win anything like this!",happy,4
CLD_002_EN,young,male,European,JH6_8,CLD_002_EN_JH6_8.wav,3.2478125,"Yes! We actually pulled that off, what a finish!",happy,5
CLD_002_EN,young,male,European,JL0_1,CLD_002_EN_JL0_1.wav,3.4335625,"Welcome home, little guy, this whole place is yours now.",happy,4
CLD_002_EN,young,male,European,JL11_4,CLD_002_EN_JL11_4.wav,3.4335625,"All those late nights actually paid off, look at that mark!",happy,4
CLD_002_EN,young,male,European,JL20_5,CLD_002_EN_JL20_5.wav,2.829875,"She's finally mine, and I'm driving her home today.",happy,4
CLD_002_EN,young,male,European,JL39_6,CLD_002_EN_JL39_6.wav,3.5265,"Everyone's already here, let's get in there and have a good night!",happy,4
CLD_002_EN,young,male,European,JL7_2,CLD_002_EN_JL7_2.wav,5.337625,"Honestly, this is exactly what I needed today—good food, you lot, can't beat it.",happy,4
CLD_002_EN,young,male,European,JL9_3,CLD_002_EN_JL9_3.wav,5.6626875,Remember that summer we got completely lost driving up the coast? Best wrong turn we ever took.,happy,3
CLD_002_EN,young,male,European,NH17_4,CLD_002_EN_NH17_4.wav,12.117875,"I usually just take my bike if the weather's okay, it's about fifteen minutes through the park. If it's pouring, I'll hop on the tram instead, though it's always packed at that hour. Nothing too dramatic, just whatever gets me there on time.",neutral,2
CLD_002_EN,young,male,European,NH24_5,CLD_002_EN_NH24_5.wav,13.74325,"Let me think, it was mostly the usual stuff. Some pasta, a couple of tomatoes, eggs, and a big bag of coffee because I'd run out completely. Oh, and I grabbed some dark chocolate at the checkout, the impulse buy got me again.",neutral,2
CLD_002_EN,young,male,European,NH48_6,CLD_002_EN_NH48_6.wav,14.0683125,"Just the courtyard, really. There's the same old chestnut tree in the middle, a few bikes leaning against the wall, and someone's laundry hanging out on the third floor. Nothing exciting, but the morning light hitting the bricks is actually kind of nice right now.",neutral,2
CLD_002_EN,young,male,European,NH6_3,CLD_002_EN_NH6_3.wav,15.4615,"Honestly, it's nothing exciting. Alarm goes off, I hit snooze at least twice, then I drag myself up and make a coffee straight away. I check my phone for a bit, grab a quick shower, and that's pretty much it before I head out. The coffee is the only non-negotiable part.",neutral,2
CLD_002_EN,young,male,European,NL1_1,CLD_002_EN_NL1_1.wav,14.2540625,"Well, I've got lectures three days a week, plus a study group on Thursdays. Then there's football training on Tuesday evenings, that one I never skip. And lately I've been trying to make it to a language meetup on Sundays, though honestly that one slips sometimes.",neutral,2
CLD_002_EN,young,male,European,NL21_2,CLD_002_EN_NL21_2.wav,15.3221875,"Oh, the last thing I worked on was basically a report comparing how different teams handle their onboarding process. Took me about a week to pull all the data together. Pretty dry stuff, honestly, but it ended up being useful for the new hires coming in next month.",neutral,2
CLD_002_EN,young,male,European,RH11_11,CLD_002_EN_RH11_11.wav,4.87325,"No way, I actually passed? I was so sure I'd messed that whole thing up!",happy,5
CLD_002_EN,young,male,European,RH18_12,CLD_002_EN_RH18_12.wav,4.45525,"We got the loan? We're actually buying the house, this is really happening!",happy,5
CLD_002_EN,young,male,European,RH21_13,CLD_002_EN_RH21_13.wav,3.387125,"Hit submit with two minutes to spare, that was way too close.",relieved,4
CLD_002_EN,young,male,European,RH25_14,CLD_002_EN_RH25_14.wav,3.5265,"Oh thank god, it was under the couch cushion the whole time.",relieved,4
CLD_002_EN,young,male,European,RH2_10,CLD_002_EN_RH2_10.wav,5.9878125,"Wait, it's negative? Oh thank god, I've been bracing myself for the worst all week.",relieved,5
CLD_002_EN,young,male,European,RH49_15,CLD_002_EN_RH49_15.wav,5.61625,"You're already up and walking around? Honestly, I was so worried, but look at you now.",relieved,4
CLD_002_EN,young,male,European,RL0_1,CLD_002_EN_RL0_1.wav,4.87325,"There you are, you little troublemaker, I've been searching everywhere for three days straight!",relieved,5
CLD_002_EN,young,male,European,RL12_6,CLD_002_EN_RL12_6.wav,5.24475,"Yes! All those late nights actually paid off, I can't believe they said yes!",happy,5
CLD_002_EN,young,male,European,RL17_7,CLD_002_EN_RL17_7.wav,4.0373125,"Oh thank god, the doors are still open—I really thought I'd missed it.",relieved,4
CLD_002_EN,young,male,European,RL1_2,CLD_002_EN_RL1_2.wav,6.2664375,"That's it, I just handed in my notice, and honestly the weight off my shoulders right now is unreal.",relieved,4
CLD_002_EN,young,male,European,RL1_3,CLD_002_EN_RL1_3.wav,5.0125625,"Wait, so I'm not in trouble at all? God, I was bracing myself for the worst all morning.",relieved,4
CLD_002_EN,young,male,European,RL22_8,CLD_002_EN_RL22_8.wav,5.0125625,"Wait, this is for me? You have no idea how much I needed this right now.",relieved,4
CLD_002_EN,young,male,European,RL27_9,CLD_002_EN_RL27_9.wav,6.4521875,"That's it then, no more walking through these doors every morning. Feels weird that it's all actually over.",sad,3
CLD_002_EN,young,male,European,RL7_4,CLD_002_EN_RL7_4.wav,5.4305,"Finally, my own bed. My feet are absolutely killing me after all that walking.",relieved,4
CLD_002_EN,young,male,European,RL7_5,CLD_002_EN_RL7_5.wav,3.619375,"Oh thank god, it was just a dream... my heart's still pounding though.",relieved,4
CLD_002_EN,young,male,European,SH0_10,CLD_002_EN_SH0_10.wav,6.963,"He was there my whole life, and now he's just gone... I can't believe I won't see him waiting by the door anymore.",sad,5
CLD_002_EN,young,male,European,SH19_12,CLD_002_EN_SH19_12.wav,5.0125625,"Wait, you're serious right now? I thought we were actually figuring this out together.",sad,4
CLD_002_EN,young,male,European,SH28_13,CLD_002_EN_SH28_13.wav,3.7586875,"Hey, just lie down, I've got you—we'll get through this together, okay?",sad,4
CLD_002_EN,young,male,European,SH31_14,CLD_002_EN_SH31_14.wav,5.151875,Are you serious? I've been counting down the days for weeks and now it's just... gone.,sad,4
CLD_002_EN,young,male,European,SH35_15,CLD_002_EN_SH35_15.wav,6.1735625,"It hasn't really hit me until now, packing up the last box and knowing I won't see you all every weekend anymore.",sad,4
CLD_002_EN,young,male,European,SH9_11,CLD_002_EN_SH9_11.wav,4.6875,"I just spoke to her last week, how can she be gone already? It doesn't feel real.",sad,4
CLD_002_EN,young,male,European,SL18_4,CLD_002_EN_SL18_4.wav,4.2695,I can't believe we have to pack everything up and just walk away from this place.,sad,4
CLD_002_EN,young,male,European,SL1_1,CLD_002_EN_SL1_1.wav,5.337625,"Wait, so that's it? After everything I put into this place, you're just letting me go?",sad,4
CLD_002_EN,young,male,European,SL23_5,CLD_002_EN_SL23_5.wav,4.2695,"I actually opened up to you about this, and you just brushed it off like it was nothing.",sad,3
CLD_002_EN,young,male,European,SL23_6,CLD_002_EN_SL23_6.wav,3.898,"After everything we've been through, you're just walking away like none of it mattered?",sad,4
CLD_002_EN,young,male,European,SL25_7,CLD_002_EN_SL25_7.wav,5.1054375,"No, it can't be gone, I had it right here a minute ago—my dad gave me that watch.",sad,4
CLD_002_EN,young,male,European,SL39_8,CLD_002_EN_SL39_8.wav,4.7339375,"Wait, you all went out last night? I didn't even know that was happening.",sad,3
CLD_002_EN,young,male,European,SL45_9,CLD_002_EN_SL45_9.wav,5.9878125,How long has this been going on behind my back? Don't even try to explain yourself right now.,angry,4
CLD_002_EN,young,male,European,SL6_2,CLD_002_EN_SL6_2.wav,3.48,"I trained months for this spot, and now I'm just not on the list anymore?",sad,4
CLD_002_EN,young,male,European,SL7_3,CLD_002_EN_SL7_3.wav,3.71225,"Oh come on, that was the last thing I had and now it's all over the floor.",angry,4
CLD_003_EN,young,male,Hispanic/Latin,AH20_8,CLD_003_EN_AH20_8.wav,4.08375,Are you serious right now? It just died on me in the middle of the road.,angry,4
CLD_003_EN,young,male,Hispanic/Latin,AH20_9,CLD_003_EN_AH20_9.wav,3.3406875,"Hey, what are you doing? You just slammed right into me!",angry,4
CLD_003_EN,young,male,Hispanic/Latin,AH23_10,CLD_003_EN_AH23_10.wav,5.4305,"I really thought you'd be straight with me, man. How am I supposed to believe anything you say now?",sad,4
CLD_003_EN,young,male,Hispanic/Latin,AH23_11,CLD_003_EN_AH23_11.wav,4.87325,"Hold on, my point actually matters here too, so don't just wave it off like that.",angry,3
CLD_003_EN,young,male,Hispanic/Latin,AH26_12,CLD_003_EN_AH26_12.wav,4.6875,"Whoa, that wasn't me, and you know it—why would I even do something like that?",angry,4
CLD_003_EN,young,male,Hispanic/Latin,AH33_13,CLD_003_EN_AH33_13.wav,4.5945625,You're not even making sense right now—can you just stop and actually listen to me for a second?,angry,3
CLD_003_EN,young,male,Hispanic/Latin,AH41_14,CLD_003_EN_AH41_14.wav,3.71225,"Hey, that's not how we talk to people—let's try that again, okay?",neutral,2
CLD_003_EN,young,male,Hispanic/Latin,AH44_15,CLD_003_EN_AH44_15.wav,3.387125,"It's almost two in the morning, man, can you keep it down in there?",angry,3
CLD_003_EN,young,male,Hispanic/Latin,AL0_1,CLD_003_EN_AL0_1.wav,5.6626875,"Hey, no! That's the third charger you've destroyed this week, what is wrong with you?",angry,4
CLD_003_EN,young,male,Hispanic/Latin,AL17_5,CLD_003_EN_AL17_5.wav,4.4088125,"We haven't moved an inch in like ten minutes, I'm gonna be so late for this.",angry,3
CLD_003_EN,young,male,Hispanic/Latin,AL17_6,CLD_003_EN_AL17_6.wav,2.226125,"Hey, the line starts way back there, man.",angry,3
CLD_003_EN,young,male,Hispanic/Latin,AL1_2,CLD_003_EN_AL1_2.wav,5.1983125,"Man, I'm the one fixing your mess again? I can't keep covering for you like this.",angry,3
CLD_003_EN,young,male,Hispanic/Latin,AL1_3,CLD_003_EN_AL1_3.wav,5.709125,"Wait, you just stood there and let them thank you for that? I did all of that, not you.",angry,4
CLD_003_EN,young,male,Hispanic/Latin,AL42_7,CLD_003_EN_AL42_7.wav,4.6875,Can you let me finish for once? I keep getting cut off every time I try to say something.,angry,3
CLD_003_EN,young,male,Hispanic/Latin,AL6_4,CLD_003_EN_AL6_4.wav,5.7555625,"Come on, are you guys even trying? We're throwing this whole thing because nobody's covering their lane.",angry,4
CLD_003_EN,young,male,Hispanic/Latin,JH15_9,CLD_003_EN_JH15_9.wav,4.7339375,"She's here, she's actually here... look at those tiny little hands!",happy,5
CLD_003_EN,young,male,Hispanic/Latin,JH16_10,CLD_003_EN_JH16_10.wav,5.6626875,"Man, just breathe this in—no traffic, no noise, just the trees and that river over there.",happy,4
CLD_003_EN,young,male,Hispanic/Latin,JH16_11,CLD_003_EN_JH16_11.wav,4.2230625,"Look at these streets, everything's so different here—I don't even know where to start.",happy,4
CLD_003_EN,young,male,Hispanic/Latin,JH29_12,CLD_003_EN_JH29_12.wav,5.709125,"Wait, is this really happening right now? Yes, a thousand times yes, let's do this!",happy,5
CLD_003_EN,young,male,Hispanic/Latin,JH32_13,CLD_003_EN_JH32_13.wav,4.548125,"Come here, I can't believe you're actually standing in front of me right now!",happy,5
CLD_003_EN,young,male,Hispanic/Latin,JH42_14,CLD_003_EN_JH42_14.wav,4.6875,"Wait, he's actually playing my favorite song right now, I've been waiting years for this!",happy,5
CLD_003_EN,young,male,Hispanic/Latin,JH46_15,CLD_003_EN_JH46_15.wav,5.059,You actually remembered I mentioned this months ago? I can't believe you held onto that.,happy,4
CLD_003_EN,young,male,Hispanic/Latin,JH6_7,CLD_003_EN_JH6_7.wav,4.8268125,"Wait, I actually won? Hold on, let me read that again because there's no way!",happy,5
CLD_003_EN,young,male,Hispanic/Latin,JH6_8,CLD_003_EN_JH6_8.wav,5.6626875,"We did it! Everybody played their hearts out, that's exactly how you close it out!",happy,5
CLD_003_EN,young,male,Hispanic/Latin,JL0_1,CLD_003_EN_JL0_1.wav,3.6658125,"Welcome to your new home, little guy, this whole place is yours now.",happy,4
CLD_003_EN,young,male,Hispanic/Latin,JL11_4,CLD_003_EN_JL11_4.wav,5.1054375,An A on that exam? I studied so hard for this and it actually paid off!,happy,4
CLD_003_EN,young,male,Hispanic/Latin,JL20_5,CLD_003_EN_JL20_5.wav,5.059,"These are my own keys, to my own car—I can't even believe I'm holding them right now!",happy,5
CLD_003_EN,young,male,Hispanic/Latin,JL39_6,CLD_003_EN_JL39_6.wav,2.92275,"Everybody's already here, let's get this going!",happy,4
CLD_003_EN,young,male,Hispanic/Latin,JL7_2,CLD_003_EN_JL7_2.wav,5.523375,"Man, this is exactly what I needed, just sitting here with everybody and good food on the table.",happy,4
CLD_003_EN,young,male,Hispanic/Latin,JL9_3,CLD_003_EN_JL9_3.wav,7.102375,Remember that summer we drove all the way up the coast just because we felt like it? I still can't believe we pulled that off.,happy,3
CLD_003_EN,young,male,Hispanic/Latin,NH17_4,CLD_003_EN_NH17_4.wav,9.2385625,"I just take the bus most days. It drops me off a couple blocks away, so I walk the rest. Nothing fancy, but it gets me there on time and I don't have to deal with parking.",neutral,2
CLD_003_EN,young,male,Hispanic/Latin,NH24_5,CLD_003_EN_NH24_5.wav,11.1890625,"Last time I grabbed some chicken, rice, a couple onions, and a big thing of eggs. Oh, and I threw in some tortillas and coffee too. Pretty much just the basics to get me through the week.",neutral,2
CLD_003_EN,young,male,Hispanic/Latin,NH48_6,CLD_003_EN_NH48_6.wav,14.0683125,"Right out my window there's this little street with a couple of cars parked, and across the way there's an old apartment building. The tree out front lost most of its leaves already. Not much going on, honestly, just a few people walking their dogs.",neutral,2
